App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last Updated,Current Ver,Android Ver,id
Exodus: Proxima Centauri,Strategy,3.59531,1565,180,1565,Strategy,2012,Strategy,Strategy,2,6,14,1260
Star Wars: Legion,Uncategorized,4.02859,959,180,959,Uncategorized,2018,Uncategorized,Uncategorized,2,2,14,1261
Kingdoms,Strategy,3.319495,4583,45,4583,Strategy,1994,Strategy,Strategy,2,4,9,1262
Bloodborne: The Card Game,Thematic,3.47524,2692,45,2692,Thematic,2016,Thematic,Thematic,3,5,14,1263
Helvetia,Strategy,3.49681,1916,90,1916,Strategy,2011,Strategy,Strategy,2,4,12,1264
Era: Medieval Age,Strategy,3.63682,1414,60,1414,Strategy,2019,Strategy,Strategy,1,4,8,1265
The Great Heartland Hauling Co.,Strategy,3.45636,2274,30,2274,Strategy,2013,Strategy,Strategy,2,4,10,1266
A Victory Lost: Crisis in Ukraine 1942-1943,Uncategorized,3.83833,1005,360,1005,Uncategorized,2006,Uncategorized,Uncategorized,2,2,12,1267
Star Trek: Attack Wing,Uncategorized,3.760805,1771,60,1771,Uncategorized,2013,Uncategorized,Uncategorized,2,99,14,1268
Europe Engulfed: WWII European Theatre Block Game,Uncategorized,3.7493,1254,720,1254,Uncategorized,2003,Uncategorized,Uncategorized,2,3,14,1269
Beyond Balderdash,Party,3.416115,2880,45,2880,Party,1993,Party,Party,2,6,10,1270
Museum,Family,3.6412,1506,60,1506,Family,2019,Family,Family,2,4,12,1271
Welcome Back to the Dungeon,Family,3.399385,2985,30,2985,Family,2016,Family,Family,2,4,10,1272
Fireteam Zero,Strategy,3.779595,1178,90,1178,Strategy,2015,Strategy,Strategy,1,4,14,1273
Fields of Fire,Uncategorized,3.89755,1009,300,1009,Uncategorized,2008,Uncategorized,Uncategorized,1,1,12,1274
The Lord of the Ice Garden,Strategy,3.843615,1027,90,1027,Strategy,2014,Strategy,Strategy,1,4,14,1275
On Tour,Family,3.551085,1808,20,1808,Family,2019,Family,Family,1,4,7,1276
Solenia,Strategy,3.58925,1589,45,1589,Strategy,2018,Strategy,Strategy,1,4,10,1277
Mystery of the Abbey,Family,3.2721,7560,90,7560,Family,1995,Family,Family,3,6,8,1278
Axis & Allies,Uncategorized,3.351345,5740,240,5740,Uncategorized,2004,Uncategorized,Uncategorized,2,5,12,1279
Evo (Second Edition),Strategy,3.477225,2085,60,2085,Strategy,2011,Strategy,Strategy,2,5,14,1280
Steel Driver,Strategy,3.499035,1872,60,1872,Strategy,2008,Strategy,Strategy,3,6,11,1281
König von Siam,Strategy,3.45905,2113,30,2113,Strategy,2007,Strategy,Strategy,2,4,12,1282
Spirits of the Wild,Family,3.72701,1205,30,1205,Family,2018,Family,Family,2,2,10,1283
Escape the Dark Castle,Thematic,3.845725,1944,45,1944,Thematic,2017,Thematic,Thematic,1,4,14,1284
Exit: The Game – The Forbidden Castle,Thematic,3.45232,2161,90,2161,Thematic,2017,Thematic,Thematic,1,4,12,1285
Unlock!: Mystery Adventures – The House on the Hill,Family,3.54548,1642,60,1642,Family,2017,Family,Family,1,6,10,1286
Infinity,Uncategorized,4.039985,787,60,787,Uncategorized,2005,Uncategorized,Uncategorized,2,2,12,1287
Breakout: Normandy,Uncategorized,3.83445,977,240,977,Uncategorized,1992,Uncategorized,Uncategorized,2,2,12,1288
Big City,Strategy,3.440685,2326,60,2326,Strategy,1999,Strategy,Strategy,2,5,10,1289
Ticket to Ride: London,Family,3.636755,1382,15,1382,Family,2019,Family,Family,2,4,8,1290
Warfighter: The Tactical Special Forces Card Game,Uncategorized,3.864325,1058,180,1058,Uncategorized,2014,Uncategorized,Uncategorized,1,6,0,1291
Timeline: Discoveries,Family,3.369085,3346,15,3346,Family,2011,Family,Family,2,8,8,1292
The Bottle Imp,Strategy,3.36818,3148,30,3148,Strategy,1995,Strategy,Strategy,2,4,10,1293
Forgotten Waters,Thematic,4.214485,669,240,669,Thematic,2020,Thematic,Thematic,3,7,14,1294
Diamonds Club,Strategy,3.52655,1704,75,1704,Strategy,2008,Strategy,Strategy,2,4,10,1295
Nefertiti,Strategy,3.501775,1868,45,1868,Strategy,2008,Strategy,Strategy,3,4,10,1296
Set a Watch,Thematic,3.71408,1332,80,1332,Thematic,2019,Thematic,Thematic,1,4,13,1297
Transatlantic,Strategy,3.567475,1547,120,1547,Strategy,2017,Strategy,Strategy,2,4,12,1298
New Bedford,Strategy,3.566245,1610,60,1610,Strategy,2016,Strategy,Strategy,1,4,12,1299
Antike Duellum,Strategy,3.56106,1575,75,1575,Strategy,2012,Strategy,Strategy,2,2,13,1300
The Magnificent,Strategy,3.80093,991,90,991,Strategy,2019,Strategy,Strategy,1,4,14,1301
Obscurio,Family,3.6579,1343,40,1343,Family,2019,Family,Family,2,8,10,1302
Tortuga 1667,Party,3.4978,2218,40,2218,Party,2017,Party,Party,2,9,12,1303
Babel,Strategy,3.339795,3739,60,3739,Strategy,2000,Strategy,Strategy,2,2,12,1304
Indian Summer,Family,3.411085,2666,60,2666,Family,2017,Family,Family,1,4,10,1305
Smash Up: The Obligatory Cthulhu Set,Strategy,3.383165,3177,45,3177,Strategy,2013,Strategy,Strategy,2,2,12,1306
Wildcatters,Strategy,3.785175,989,120,989,Strategy,2013,Strategy,Strategy,2,4,12,1307
La Boca,Family,3.494075,1876,40,1876,Family,2013,Family,Family,3,6,8,1308
Xiangqi,Abstract,3.568905,1808,60,1808,Abstract,762,Abstract,Abstract,2,2,8,1309
Historia,Strategy,3.459255,2198,120,2198,Strategy,2014,Strategy,Strategy,1,6,12,1310
King of Tokyo: Dark Edition,Uncategorized,4.03028,793,30,793,Uncategorized,2020,Uncategorized,Uncategorized,2,6,8,1311
Hit Z Road,Thematic,3.386165,3101,60,3101,Thematic,2016,Thematic,Thematic,1,4,12,1312
Capital Lux,Family,3.5351,1699,30,1699,Family,2016,Family,Family,2,4,10,1313
Edo,Strategy,3.556115,1561,60,1561,Strategy,2012,Strategy,Strategy,2,4,12,1314
Project: ELITE,Thematic,3.838745,946,30,946,Thematic,2016,Thematic,Thematic,1,4,12,1315
RAF: The Battle of Britain 1940,Uncategorized,3.97792,824,300,824,Uncategorized,2009,Uncategorized,Uncategorized,1,2,0,1316
La Cosa Nostra,Thematic,3.8606,951,90,951,Thematic,2014,Thematic,Thematic,3,5,16,1317
Thanos Rising: Avengers Infinity War,Family,3.63319,1669,90,1669,Family,2018,Family,Family,2,4,10,1318
Ground Floor,Strategy,3.528005,1630,150,1630,Strategy,2012,Strategy,Strategy,2,6,12,1319
Sushi Roll,Family,3.59598,1444,20,1444,Family,2019,Family,Family,2,5,8,1320
Sluff Off!,Family,3.442395,2208,30,2208,Family,2003,Family,Family,3,5,10,1321
New York Slice,Family,3.389425,2778,30,2778,Family,2017,Family,Family,2,6,8,1322
Jungle Speed,Party,3.256865,10836,10,10836,Party,1997,Party,Party,2,8,7,1323
Theseus: The Dark Orbit,Strategy,3.554705,1661,90,1661,Strategy,2013,Strategy,Strategy,2,4,8,1324
Dice Settlers,Strategy,3.507105,1828,60,1828,Strategy,2018,Strategy,Strategy,1,4,14,1325
Ave Caesar,Family,3.312255,4326,30,4326,Family,1989,Family,Family,2,6,12,1326
NEOM,Strategy,3.70299,1164,45,1164,Strategy,2018,Strategy,Strategy,1,5,10,1327
GKR: Heavy Hitters,Uncategorized,3.87594,1113,120,1113,Uncategorized,2018,Uncategorized,Uncategorized,1,4,12,1328
Circadians: First Light,Uncategorized,3.896475,874,90,874,Uncategorized,2019,Uncategorized,Uncategorized,1,4,12,1329
Pax Pamir,Strategy,3.7807,1015,120,1015,Strategy,2015,Strategy,Strategy,2,5,12,1330
Adventure Time: Love Letter,Family,3.61926,1543,20,1543,Family,2015,Family,Family,2,4,10,1331
Wooden Ships & Iron Men,Uncategorized,3.522905,1908,60,1908,Uncategorized,1974,Uncategorized,Uncategorized,2,2,12,1332
John Company,Thematic,3.77511,998,180,998,Thematic,2017,Thematic,Thematic,1,6,14,1333
Werewords Deluxe Edition,Party,3.821395,934,10,934,Party,2018,Party,Party,2,20,8,1334
Little Town,Family,3.65225,1302,60,1302,Family,2017,Family,Family,2,4,10,1335
Middara: Unintentional Malum – Act 1,Thematic,4.370795,743,60,743,Thematic,2019,Thematic,Thematic,1,4,15,1336
Bargain Quest,Family,3.532695,1806,60,1806,Family,2017,Family,Family,2,6,8,1337
Hare & Tortoise,Family,3.31872,4236,45,4236,Family,1973,Family,Family,2,6,8,1338
Thunderstone Advance: Numenera,Strategy,3.651605,1252,90,1252,Strategy,2013,Strategy,Strategy,1,5,12,1339
Québec,Strategy,3.57164,1469,75,1469,Strategy,2011,Strategy,Strategy,2,5,13,1340
Mangrovia,Strategy,3.583505,1430,75,1430,Strategy,2014,Strategy,Strategy,2,5,10,1341
Strat-O-Matic Baseball,Strategy,3.88448,1041,45,1041,Strategy,1962,Strategy,Strategy,1,2,11,1342
Unlock!: Secret Adventures – The Adventurers of Oz,Uncategorized,3.761965,996,60,996,Uncategorized,2018,Uncategorized,Uncategorized,1,6,10,1343
World of Warcraft: The Boardgame,Thematic,3.331995,5263,180,5263,Thematic,2005,Thematic,Thematic,2,6,12,1344
Timeline: Music & Cinema,Family,3.377305,2947,15,2947,Family,2013,Family,Family,2,8,8,1345
Expedition: Northwest Passage,Strategy,3.515095,1713,60,1713,Strategy,2010,Strategy,Strategy,1,4,14,1346
Race! Formula 90,Strategy,4.00489,777,270,777,Strategy,2013,Strategy,Strategy,2,6,14,1347
Warhammer: Diskwars,Uncategorized,3.563415,1803,90,1803,Uncategorized,2013,Uncategorized,Uncategorized,2,4,14,1348
Founding Fathers,Strategy,3.49249,1784,90,1784,Strategy,2010,Strategy,Strategy,3,5,13,1349
The Great Dalmuti,Party,3.277555,6633,60,6633,Party,1995,Party,Party,4,8,8,1350
Duel of Ages II,Thematic,3.72512,1152,150,1152,Thematic,2013,Thematic,Thematic,2,8,12,1351
Kamisado,Abstract,3.45752,2021,20,2021,Abstract,2008,Abstract,Abstract,2,2,10,1352
Legend of the Five Rings,Uncategorized,3.57347,1606,45,1606,Uncategorized,1995,Uncategorized,Uncategorized,2,8,12,1353
A Castle for All Seasons,Strategy,3.37173,2897,60,2897,Strategy,2008,Strategy,Strategy,2,4,10,1354
Niagara,Family,3.248235,7734,45,7734,Family,2004,Family,Family,3,5,8,1355
The Russian Campaign,Uncategorized,3.641345,1362,360,1362,Uncategorized,1974,Uncategorized,Uncategorized,2,2,12,1356
Royal Palace,Strategy,3.444545,2067,60,2067,Strategy,2008,Strategy,Strategy,2,4,12,1357
Fjords,Family,3.36978,2934,30,2934,Family,2005,Family,Family,2,2,8,1358
Favor of the Pharaoh,Family,3.40535,2521,45,2521,Family,2015,Family,Family,2,4,13,1359
Eurorails,Strategy,3.543295,1730,240,1730,Strategy,1990,Strategy,Strategy,2,6,10,1360
Planet,Family,3.401795,2674,45,2674,Family,2018,Family,Family,2,4,8,1361
"Napoléon: The Waterloo Campaign, 1815",Uncategorized,3.669025,1223,120,1223,Uncategorized,1974,Uncategorized,Uncategorized,2,3,12,1362
Navajo Wars,Uncategorized,4.001295,735,120,735,Uncategorized,2013,Uncategorized,Uncategorized,1,2,12,1363
Steam Time,Strategy,3.570715,1439,90,1439,Strategy,2015,Strategy,Strategy,2,4,12,1364
Marvel Dice Masters: Age of Ultron,Uncategorized,3.64597,1260,60,1260,Uncategorized,2015,Uncategorized,Uncategorized,2,2,14,1365
Felicity: The Cat in the Sack,Family,3.291275,4642,20,4642,Family,2007,Family,Family,3,5,8,1366
Marrakech,Family,3.36447,3065,30,3065,Family,2007,Family,Family,2,4,6,1367
The Adventurers: The Temple of Chac,Family,3.297525,4563,45,4563,Family,2009,Family,Family,2,6,10,1368
Duplik,Party,3.49262,1861,45,1861,Party,2005,Party,Party,3,10,12,1369
Odin's Ravens,Strategy,3.32757,3612,30,3612,Strategy,2002,Strategy,Strategy,2,2,10,1370
Otys,Strategy,3.51915,1654,60,1654,Strategy,2017,Strategy,Strategy,2,4,14,1371
Love Letter,Family,3.856145,926,20,926,Family,2019,Family,Family,2,6,10,1372
Trambahn,Family,3.49026,1763,45,1763,Family,2015,Family,Family,2,2,8,1373
Exit: The Game – The Mysterious Museum,Uncategorized,3.65298,1189,90,1189,Uncategorized,2018,Uncategorized,Uncategorized,1,4,10,1374
Love Letter: The Hobbit – The Battle of the Five Armies,Family,3.556005,1585,30,1585,Family,2015,Family,Family,2,4,8,1375
Drop It,Family,3.47961,1787,30,1787,Family,2018,Family,Family,2,4,8,1376
Battle Sheep,Abstract,3.336135,3531,15,3531,Abstract,2010,Abstract,Abstract,2,4,7,1377
Ra: The Dice Game,Family,3.38938,2417,45,2417,Family,2009,Family,Family,2,4,10,1378
Adventure Land,Family,3.46578,1891,45,1891,Family,2015,Family,Family,2,4,10,1379
Abomination: The Heir of Frankenstein,Strategy,3.782025,1030,180,1030,Strategy,2019,Strategy,Strategy,2,4,13,1380
Château Roquefort,Family,3.42494,2215,30,2215,Family,2007,Family,Family,2,4,6,1381
Arena: Roma II,Strategy,3.44814,1975,45,1975,Strategy,2009,Strategy,Strategy,2,2,8,1382
SET,Family,3.243225,10422,30,10422,Family,1988,Family,Family,1,20,6,1383
Wits & Wagers Party,Party,3.463375,1975,25,1975,Party,2012,Party,Party,4,18,8,1384
Teenage Mutant Ninja Turtles: Shadows of the Past,Thematic,3.772755,1128,90,1128,Thematic,2016,Thematic,Thematic,2,5,14,1385
Habitats,Family,3.677735,1105,50,1105,Family,2016,Family,Family,2,5,10,1386
Ticket to Ride: Germany,Family,3.82506,935,60,935,Family,2017,Family,Family,2,5,8,1387
2 de Mayo,Strategy,3.466245,1887,20,1887,Strategy,2008,Strategy,Strategy,2,2,12,1388
Ubongo 3-D,Family,3.57313,1415,30,1415,Family,2009,Family,Family,2,4,10,1389
Mare Nostrum,Strategy,3.362825,3103,120,3103,Strategy,2003,Strategy,Strategy,3,5,10,1390
Cold War: CIA vs KGB,Strategy,3.319515,3877,60,3877,Strategy,2007,Strategy,Strategy,2,2,12,1391
Axis & Allies,Uncategorized,3.28046,10113,180,10113,Uncategorized,1981,Uncategorized,Uncategorized,2,5,12,1392
The King Is Dead,Strategy,3.570885,1416,50,1416,Strategy,2015,Strategy,Strategy,2,4,12,1393
Clans,Abstract,3.279345,4805,30,4805,Abstract,2002,Abstract,Abstract,2,4,10,1394
Tiny Epic Western,Strategy,3.35017,3446,45,3446,Strategy,2016,Strategy,Strategy,1,4,14,1395
Illusion,Family,3.411915,2218,15,2218,Family,2018,Family,Family,2,5,8,1396
Smash Up: Cease and Desist,Uncategorized,3.743185,1063,45,1063,Uncategorized,2016,Uncategorized,Uncategorized,2,2,12,1397
Tsuro of the Seas,Family,3.279505,5476,40,5476,Family,2012,Family,Family,2,8,8,1398
Show Manager,Strategy,3.506525,1667,60,1667,Strategy,1996,Strategy,Strategy,2,6,10,1399
High Frontier (Third Edition),Strategy,4.17344,617,240,617,Strategy,2017,Strategy,Strategy,1,5,14,1400
Rommel in the Desert,Uncategorized,3.77469,965,150,965,Uncategorized,1982,Uncategorized,Uncategorized,2,2,12,1401
Seeland,Strategy,3.46353,1840,60,1840,Strategy,2010,Strategy,Strategy,2,4,9,1402
Unlock!: Timeless Adventures,Uncategorized,4.02802,669,90,669,Uncategorized,2019,Uncategorized,Uncategorized,1,6,10,1403
A Game of Thrones: Hand of the King,Family,3.349495,3094,30,3094,Family,2016,Family,Family,2,4,14,1404
Treasure Hunter,Family,3.39167,2533,40,2533,Family,2015,Family,Family,2,6,8,1405
Walking in Burano,Family,3.64656,1260,40,1260,Family,2018,Family,Family,1,4,10,1406
Detective Club,Party,3.705615,1116,45,1116,Party,2018,Party,Party,4,8,8,1407
Guilds of London,Strategy,3.46345,1906,90,1906,Strategy,2016,Strategy,Strategy,1,4,10,1408
IKI,Strategy,3.77348,933,90,933,Strategy,2015,Strategy,Strategy,2,4,14,1409
The Red Dragon Inn,Party,3.28077,6836,45,6836,Party,2007,Party,Party,2,4,13,1410
La Granja: No Siesta,Strategy,3.448375,1911,45,1911,Strategy,2016,Strategy,Strategy,1,4,10,1411
Flip Ships,Family,3.55047,1446,45,1446,Family,2017,Family,Family,1,4,8,1412
Heroscape Marvel: The Conflict Begins,Thematic,3.500375,1813,60,1813,Thematic,2007,Thematic,Thematic,2,2,8,1413
"Warriors of God: The Wars of England & France, 1135-1453",Uncategorized,3.71548,1016,180,1016,Uncategorized,2008,Uncategorized,Uncategorized,2,2,12,1414
Unlock!: Mystery Adventures – The Tonipal's Treasure,Uncategorized,3.550365,1427,60,1427,Uncategorized,2017,Uncategorized,Uncategorized,1,6,10,1415
Time's Up! Deluxe,Party,3.744945,942,60,942,Party,2008,Party,Party,4,18,13,1416
The Boss,Family,3.41335,2226,40,2226,Family,2010,Family,Family,2,4,10,1417
Perikles,Strategy,3.460025,1819,120,1819,Strategy,2006,Strategy,Strategy,3,5,13,1418
Aristeia!,Strategy,4.199745,680,90,680,Strategy,2017,Strategy,Strategy,2,2,14,1419
Thunderstone Advance: Worlds Collide,Strategy,3.889725,787,60,787,Strategy,2014,Strategy,Strategy,1,5,12,1420
Talisman (Revised 4th Edition),Thematic,3.2613,12644,90,12644,Thematic,2007,Thematic,Thematic,2,6,13,1421
My First Carcassonne,Family,3.352805,3080,20,3080,Family,2009,Family,Family,2,4,4,1422
Serenissima,Strategy,3.432195,2206,120,2206,Strategy,1996,Strategy,Strategy,2,4,12,1423
Beyond Baker Street,Family,3.458215,1802,20,1802,Family,2016,Family,Family,2,4,13,1424
Bootleggers,Thematic,3.341515,3121,90,3121,Thematic,2004,Thematic,Thematic,3,6,14,1425
Compounded,Strategy,3.384065,2482,90,2482,Strategy,2013,Strategy,Strategy,2,5,13,1426
Carcassonne: Amazonas,Family,3.5707,1372,35,1372,Family,2016,Family,Family,2,5,8,1427
Coloma,Strategy,3.73628,981,90,981,Strategy,2019,Strategy,Strategy,1,6,13,1428
Piepmatz,Strategy,3.59072,1293,40,1293,Strategy,2018,Strategy,Strategy,2,4,12,1429
Horus Heresy,Thematic,3.528605,1592,135,1592,Thematic,2010,Thematic,Thematic,2,2,13,1430
Carcassonne: Gold Rush,Strategy,3.591675,1309,35,1309,Strategy,2014,Strategy,Strategy,2,5,8,1431
Archaeology: The Card Game,Family,3.33757,3054,20,3054,Family,2007,Family,Family,2,4,8,1432
Ascension: Realms Unraveled,Strategy,3.78665,963,30,963,Strategy,2014,Strategy,Strategy,1,4,13,1433
Wits & Wagers Family,Family,3.466995,1747,20,1747,Family,2010,Family,Family,3,10,8,1434
Covert,Strategy,3.581515,1333,90,1333,Strategy,2016,Strategy,Strategy,2,4,10,1435
Normandy '44,Uncategorized,3.945295,762,420,762,Uncategorized,2010,Uncategorized,Uncategorized,2,3,0,1436
Um Reifenbreite,Strategy,3.411365,2145,90,2145,Strategy,1979,Strategy,Strategy,2,4,8,1437
Trans Europa,Family,3.324695,3184,20,3184,Family,2005,Family,Family,2,6,8,1438
Time's Up! Edición Azul,Party,3.643525,1107,45,1107,Party,2006,Party,Party,4,12,12,1439
Dungeon Twister 2: Prison,Strategy,3.64417,1167,60,1167,Strategy,2009,Strategy,Strategy,1,2,10,1440
American Rails,Strategy,3.72494,936,90,936,Strategy,2009,Strategy,Strategy,3,5,14,1441
Sail to India,Strategy,3.37465,2401,60,2401,Strategy,2013,Strategy,Strategy,3,4,14,1442
Cutthroat Caverns,Thematic,3.277675,4720,90,4720,Thematic,2007,Thematic,Thematic,3,6,12,1443
The Princes of Machu Picchu,Strategy,3.48338,1630,90,1630,Strategy,2008,Strategy,Strategy,2,5,12,1444
The Bridges of Shangri-La,Strategy,3.39248,2276,60,2276,Strategy,2003,Strategy,Strategy,3,4,10,1445
Relic,Thematic,3.398985,2886,180,2886,Thematic,2013,Thematic,Thematic,2,4,14,1446
Wings of War: Watch Your Back!,Thematic,3.4863,1747,20,1747,Thematic,2005,Thematic,Thematic,2,4,10,1447
Hornet Leader: Carrier Air Operations,Uncategorized,3.948545,773,60,773,Uncategorized,2010,Uncategorized,Uncategorized,1,1,12,1448
Paris Connection,Strategy,3.37439,2304,30,2304,Strategy,2010,Strategy,Strategy,3,6,8,1449
Sol: Last Days of a Star,Strategy,3.811895,896,90,896,Strategy,2017,Strategy,Strategy,1,5,10,1450
We the People,Uncategorized,3.65257,1108,120,1108,Uncategorized,1993,Uncategorized,Uncategorized,2,2,12,1451
B-17: Queen of the Skies,Uncategorized,3.528195,1873,20,1873,Uncategorized,1981,Uncategorized,Uncategorized,1,2,12,1452
Coal Baron: The Great Card Game,Strategy,3.58292,1292,80,1292,Strategy,2016,Strategy,Strategy,2,4,10,1453
Conquest of the Empire,Thematic,3.370655,2926,240,2926,Thematic,2005,Thematic,Thematic,2,6,10,1454
Wasabi!,Family,3.2714,4695,45,4695,Family,2008,Family,Family,2,4,10,1455
Imhotep: The Duel,Family,3.617705,1186,30,1186,Family,2018,Family,Family,2,2,10,1456
Warhammer Underworlds: Nightvault,Uncategorized,4.01021,708,60,708,Uncategorized,2018,Uncategorized,Uncategorized,2,2,12,1457
Warmachine Prime Mk II,Thematic,3.90297,796,60,796,Thematic,2010,Thematic,Thematic,2,4,12,1458
Nyet!,Strategy,3.39659,2133,30,2133,Strategy,1997,Strategy,Strategy,2,5,10,1459
Sanssouci,Family,3.56931,1336,45,1336,Family,2013,Family,Family,2,4,8,1460
Maquis,Strategy,3.70151,1043,20,1043,Strategy,2013,Strategy,Strategy,1,1,14,1461
Florenza,Strategy,3.721065,969,200,969,Strategy,2010,Strategy,Strategy,2,5,14,1462
Holmes: Sherlock & Mycroft,Family,3.432055,1992,30,1992,Family,2015,Family,Family,2,2,10,1463
Star Trek Panic,Uncategorized,3.525085,1557,90,1557,Uncategorized,2016,Uncategorized,Uncategorized,1,6,13,1464
Agents of SMERSH,Thematic,3.50704,1556,90,1556,Thematic,2012,Thematic,Thematic,1,4,13,1465
Spirits of the Forest,Family,3.488715,1794,20,1794,Family,2018,Family,Family,1,4,14,1466
Hoity Toity,Family,3.261625,4850,45,4850,Family,1990,Family,Family,2,6,12,1467
Carrom,Family,3.50826,1526,60,1526,Family,0,Family,Family,2,4,6,1468
Elasund: The First City,Strategy,3.31731,3172,90,3172,Strategy,2005,Strategy,Strategy,2,4,10,1469
Castaways,Thematic,3.49972,1663,120,1663,Thematic,2010,Thematic,Thematic,1,4,14,1470
Claim,Family,3.493275,1636,25,1636,Family,2017,Family,Family,2,2,10,1471
Heroscape Master Set:  Battle for the Underdark,Thematic,3.74534,989,60,989,Thematic,2010,Thematic,Thematic,2,2,8,1472
The Red Dragon Inn 3,Family,3.59293,1464,60,1464,Family,2011,Family,Family,2,4,13,1473
Impulse,Strategy,3.42797,1889,60,1889,Strategy,2013,Strategy,Strategy,2,6,13,1474
Confusion:  Espionage and Deception in the Cold War,Abstract,3.551185,1313,45,1313,Abstract,1992,Abstract,Abstract,2,2,12,1475
The Hanging Gardens,Family,3.390785,2170,45,2170,Family,2008,Family,Family,2,4,8,1476
Hermagor,Strategy,3.46115,1763,120,1763,Strategy,2006,Strategy,Strategy,2,5,12,1477
SPQR (Deluxe Edition),Uncategorized,4.000265,685,240,685,Uncategorized,2008,Uncategorized,Uncategorized,1,4,12,1478
Inca Empire,Strategy,3.52056,1403,120,1403,Strategy,2010,Strategy,Strategy,3,4,12,1479
Wealth of Nations,Strategy,3.461505,1738,120,1738,Strategy,2008,Strategy,Strategy,3,6,13,1480
Harbour,Strategy,3.273625,4381,60,4381,Strategy,2015,Strategy,Strategy,1,4,10,1481
Rise to Nobility,Strategy,3.52358,1577,150,1577,Strategy,2018,Strategy,Strategy,1,6,14,1482
Riff Raff,Family,3.47362,1650,30,1650,Family,2012,Family,Family,2,4,8,1483
